Constituency,Sl_No,Candidate_Name,Party,Symbol
Tiruppur (South),10,JOHN BASHA. A,Tamizhaga Vaazhvurimai Katchi,Camera
Tiruppur (South),11,AMUTHAVEL. P,Independent,Truck
Tiruppur (South),12,DR. RAMAKRISHNAN. S,Independent,Ship
Tiruppur (South),13,KARTHIKADEVI. K,Independent,Brief case
Tiruppur (South),14,KESAVAMURTHI. N,Independent,Battery Torch
Tiruppur (South),15,DHANABAL. D,Independent,Pressure cooker
Tiruppur (South),16,DINESHKUMAR,Independent,Diamond
Tiruppur (South),17,DINESHKUMAR,Independent,Boat with man and sail
Tiruppur (South),18,DINESHKUMAR. V,Independent,Mike
Tiruppur (South),19,MAHALINGAM. V,Independent,Belt
Tiruppur (South),20,RATHINAVEL. M,Independent,Ring
Tiruppur (South),21,RAMESH. S,Independent,Matchbox
Tiruppur (South),22,VASANTHAMANI. K,Independent,Dustbin
Tiruppur (South),23,VENKADASAMY. K,Independent,Gas cylinder
Tiruppur (South),24,VENKATACHALAM. G,Independent,Pen nib with seven rays
Palladam,1,K.SELVARAJ,Dravida Munnetra Kazhagam,Rising sun
Palladam,2,K.V.THAMILINIYAN,Naam Tamilar Katchi,Farmer Carrying Plough
Palladam,3,K.P.PARAMASIVAM,All India Anna Dravida Munnetra Kazhagam,Two leaves
Palladam,4,K.RATHINASAMY,Bahujan Samaj Party,Elephant
Palladam,5,K.SAKTHIVEL,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,Jackfruit
Palladam,6,S.DHARMARAJ,Tamilaga Makkal Nala Katchi,Electric pole
Palladam,7,K.RAMKUMAR,Tamilaga Vettri Kazhagam,Whistle
Palladam,8,A.ANNADURAI,Independent,Gas cylinder
Palladam,9,ANNADURAI.R,Independent,Battery Torch
Palladam,10,S.ARUMUGAM,Independent,Road roller
Palladam,11,A.SARAVANAN,Independent,Bucket
Palladam,12,G.SELVARAJ,Independent,Lady finger
Palladam,13,M. SELVARAJ,Independent,Fountain
Palladam,14,V.MOHANRAJ,Independent,Diamond
Palladam,15,A. RAMESH,Independent,Coconut farm
Sulur,1,V.P.KANDASAMY,All India Anna Dravida Munnetra Kazhagam,Two leaves
Sulur,2,THALAPATHY MURUGESAN,Dravida Munnetra Kazhagam,Rising sun
Sulur,3,DR.S.RAJASEKARAN,Naam Tamilar Katchi,Farmer Carrying Plough
Sulur,4,KANTHASAMY.K.,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,Jackfruit
Sulur,5,NM.SUKUMAR,Tamilaga Vettri Kazhagam,Whistle
Sulur,6,SUMAN SINGH.R.,Tamizhaga Vaazhvurimai Katchi,Camera
Sulur,7,NAGARAJ.K.,Ganasangam Party of India,Lady finger
Sulur,8,NELSON.W.,Tamilaga Makkal Nala Katchi,Electric pole
Sulur,9,PALANISAMY.M.,Party for the Rights of Other backward Classes,Laptop
Sulur,10,PAPPA MUTHULAKSHMI.P.,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Coconut farm
Sulur,11,KANDASAMY.A.,Independent,Tongs
Sulur,12,KANDASAMY.R.,Independent,Peas
Sulur,13,KANDASAMY.V.,Independent,Green chilli
Sulur,14,MURUGESAN.N.,Independent,Bat
Sulur,15,MURUGESH.R.,Independent,Water melon
Kavundampalayam,1,ARUNKUMAR PRG,All India Anna Dravida Munnetra Kazhagam,Two leaves
Kavundampalayam,2,KALAMANI JAGANATHAN,Naam Tamilar Katchi,Farmer Carrying Plough
Kavundampalayam,3,SURYA PRAKASH K.P,Indian National Congress,Hand
Kavundampalayam,4,K.VELMURUGAN,Bahujan Samaj Party,Elephant
Kavundampalayam,5,THOZHAR.N.ARUNKUMAR,Tamizhaga Vaazhvurimai Katchi,Camera
Kavundampalayam,6,KANIMOZHI SANTHOSH,Tamilaga Vettri Kazhagam,Whistle
Kavundampalayam,7,S.THAMARAI KANNAN,Party for the Rights of Other backward Classes,Laptop
Kavundampalayam,8,V.PUSHPANANTHAM,Tamizhaga Murpokku Makkal Katchi,Gas cylinder
Kavundampalayam,9,MALLIGA.M,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Coconut farm
Kavundampalayam,10,KANIMOZHI.K,Independent,Road roller
Kavundampalayam,11,SURIYAKUMAR.K,Independent,Ring
Kavundampalayam,12,A.BALAMURUGAN,Independent,Diamond
Kavundampalayam,13,M.RAJALINGAM,Independent,Air conditioner
Kavundampalayam,14,M.JOHN BOSCO,Independent,Balloon
Coimbatore (North),1,P. KRISHNASAMY,Bahujan Samaj Party,Elephant
Coimbatore (North),2,DURAI. SENTHAMIL SELVAN B.E,Dravida Munnetra Kazhagam,Rising sun
Coimbatore (North),3,NARMADHA. G.,Naam Tamilar Katchi,Farmer Carrying Plough
Coimbatore (North),4,VANATHI SRINIVASAN,Bharatiya Janata Party,Lotus
Coimbatore (North),5,K. UDHAYAKUMAR,Thamizhaka Padaippalar Makkal Katchi,Drill machine
Coimbatore (North),6,V. SAMPATHKUMAR,Tamilaga Vettri Kazhagam,Whistle
Coimbatore (North),7,S. SENTHILKUMAR,Samaniya Makkal Nala Katchi,Walking stick
Coimbatore (North),8,S. MEENAKSHI SUNDARAM,Tamizhaga Murpokku Makkal Katchi,Gas cylinder
Coimbatore (North),9,K. RAGHUL GANDHI,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Coconut farm
Coimbatore (North),10,RAJASEKARAN. B.,Tamizhaga Vaazhvurimai Katchi,Camera
Coimbatore (North),11,G.D. KRISHNAKUMAR,Independent,Plate containing food
Coimbatore (North),12,V. KRISHNAN,Independent,Lady finger
Coimbatore (North),13,R. SATHISH KUMAR,Independent,Harmonium
Coimbatore (North),14,K. SAMPATH KUMAR,Independent,Bangles
Coimbatore (North),15,S. SAMPATHKUMAR,Independent,Telephone
Coimbatore (North),16,R. SAMPATH KUMAR,Independent,CCTV Camera
Coimbatore (North),17,P. SARAVANAN,Independent,Stool
Coimbatore (North),18,A.K. SENTHAMIZH SELVAN,Independent,Trumpet
Coimbatore (North),19,R. SETHURAGUNATHAN,Independent,Flute
Coimbatore (North),20,S. DHANA RAJ,Independent,Refrigerator
Coimbatore (North),21,PALANIKUMAR. V.,Independent,Sitar
Coimbatore (North),22,BALU. P.M.,Independent,Diamond
Coimbatore (North),23,R. MANIAN,Independent,Violin
Coimbatore (North),24,A. MARIMUTHU,Independent,Batsman
Coimbatore (North),25,A. RAMESH,Independent,Chappals
Coimbatore (North),26,RAVI. V,Independent,Binoculars
Coimbatore (North),27,G. RAJKUMAR,Independent,Football player
Coimbatore (North),28,V. LINGARAJA,Independent,Road roller
Thondamuthur,1,N.R.KARTHIKEYAN,Dravida Munnetra Kazhagam,Rising sun
Thondamuthur,2,RAJABU NISHA.Z,Naam Tamilar Katchi,Farmer Carrying Plough
Thondamuthur,3,S.P.VELUMANI,All India Anna Dravida Munnetra Kazhagam,Two leaves
Thondamuthur,4,SATHISH RAJU (ALIAS) K.P.R. SATHISH,Tamilaga Vettri Kazhagam,Whistle
Thondamuthur,5,SHAJAHAN.S,Tamizhaga Vaazhvurimai Katchi,Camera
Thondamuthur,6,ARULKUMAR.P,Independent,Air conditioner
Thondamuthur,7,KALAIVANI.S,Independent,CCTV Camera
Thondamuthur,8,KARTHIKEYAN.M,Independent,Bat
Thondamuthur,9,KARTHIKEYAN.R,Independent,Gas cylinder
Thondamuthur,10,KARTHIKEYAN.R-THONDAMUTHUR,Independent,Tooth brush
Thondamuthur,11,KARTHIKEYAN.R-POOLUVAPATTI,Independent,Pen nib with seven rays
Thondamuthur,12,KOWSALYA.V,Independent,Ship
Thondamuthur,13,SIVARAMAN.C,Independent,Diamond
Thondamuthur,14,DEEPA.G.S,Independent,Gift pack
Thondamuthur,15,DEVADASS.K,Independent,Coconut farm
Thondamuthur,16,NIRMALKUMAR.R,Independent,Cot
Thondamuthur,17,BALAMANI.V,Independent,Diesel pump
Thondamuthur,18,MANOKARAN.K,Independent,Wheel barrow
Thondamuthur,19,RAFEEQ.A.M.,Independent,Helmet
Thondamuthur,20,VIJAYA.K,Independent,Battery Torch
Thondamuthur,21,VISWANATHAN.M,Independent,Ring
Coimbatore (South),1,AMMAN K.ARJUNAN,All India Anna Dravida Munnetra Kazhagam,Two leaves
Coimbatore (South),2,V SENTHILBALAJI,Dravida Munnetra Kazhagam,Rising sun
Coimbatore (South),3,PERARIVALAN. V,Naam Tamilar Katchi,Farmer Carrying Plough
Coimbatore (South),4,GOKULA KRISHNAN.S,Tamizhaga Vaazhvurimai Katchi,Camera
Coimbatore (South),5,V. SENTHILKUMAR,Tamilaga Vettri Kazhagam,Whistle
Coimbatore (South),6,B. DHANDAPANI,New Generation People's Party,Battery Torch
Coimbatore (South),7,G. MAHESHWARAN,Tamizhaga Murpokku Makkal Katchi,Gas cylinder
Coimbatore (South),8,N. ABILAZAN,Independent,Balloon
Coimbatore (South),9,IMTHIYAS,Independent,Diamond
Coimbatore (South),10,P. KATHIRAVAN,Independent,Mike
Coimbatore (South),11,GOPALAKRISHNAN,Independent,Belt
Coimbatore (South),12,P. SANGARARAJ,Independent,Gas Stove
Coimbatore (South),13,J. SURIYAKUMAR,Independent,Mixee
Coimbatore (South),14,M. SENTHILKUMAR,Independent,Pen nib with seven rays
Coimbatore (South),15,V. SENTHILKUMAR,Independent,Lady finger
Coimbatore (South),16,K. DINESH KUMAR,Independent,Electric pole
Coimbatore (South),17,P. PALANIVEL,Independent,Ginger
Coimbatore (South),18,J. PRAVEENKUMAR,Independent,Letter box
Coimbatore (South),19,T. MAGIZHAN,Independent,Bat
Coimbatore (South),20,P. MANOJ,Independent,Kettle
Coimbatore (South),21,B. YUVARAJ,Independent,Bangles
Coimbatore (South),22,S. RANGARAJ,Independent,Crane
Coimbatore (South),23,M. RAVICHANDRAN,Independent,Grapes
Coimbatore (South),24,K.S. RAJAGOPAL,Independent,Ring
Coimbatore (South),25,K. RAJAPANDIAN,Independent,Telephone
Coimbatore (South),26,D. VIGNESHWARAN,Independent,Violin
Coimbatore (South),27,K. VIJAYAN,Independent,Water melon
Coimbatore (South),28,VENKATACHALAM PARAMASIVAM,Independent,Ship
Coimbatore (South),29,V. VELMURUGAN,Independent,Helmet
Coimbatore (South),30,M. JOHN BOSCO,Independent,Green chilli
Coimbatore (South),31,L. HAKKIM,Independent,Matchbox
Singanallur,1,SIVAJI PERUMAL,Bahujan Samaj Party,Elephant
Singanallur,2,NEHRUJI GUNASEKARAN,Naam Tamilar Katchi,Farmer Carrying Plough
Singanallur,3,K.R.JAYARAM,All India Anna Dravida Munnetra Kazhagam,Two leaves
Singanallur,4,V.SRINIDHI,Indian National Congress,Hand
Singanallur,5,N.R.APPATHURAI,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Coconut farm
Singanallur,6,SARVESWARAN,Party for the Rights of Other backward Classes,Laptop
Singanallur,7,S.S.SUNDHARAM,Rashtriya Samaj Dal (R),Pressure cooker
Singanallur,8,MURUGAN.O,Ganasangam Party of India,Lady finger
Singanallur,9,K.S.SRI GIRI PRASATH,Tamilaga Vettri Kazhagam,Whistle
Singanallur,10,AKBAR ALI,Independent,Pen nib with seven rays
Singanallur,11,M.ASHOK KUMAR,Independent,Bat
Singanallur,12,AYOOB RIYAS,Independent,Triangle
Singanallur,13,N.RAJASEKARAN,Independent,Tennis racket & ball
Singanallur,14,UMA PARAMASIVAM,Independent,Flute
Singanallur,15,KARTHIK,Independent,Wall hook
Singanallur,16,K.KUMAR BABU,Independent,Ring
Singanallur,17,S.SATHEESH,Independent,School bag
Singanallur,18,SUBARAMANIAN.N,Independent,Gas cylinder
Singanallur,19,P.TAMILSELVI,Independent,Matchbox
Singanallur,20,THAHIR HUSSAIN,Independent,Diamond
Singanallur,21,V.BALAMURUGAN,Independent,Balloon
Singanallur,22,R.MANIKANDABRABHU,Independent,Ship
Singanallur,23,A.MOUNAKUMAR,Independent,Stumps
Singanallur,24,DR.K.RAJKUMAR,Independent,Bucket
Singanallur,25,RAJKUMAR.M,Independent,Jackfruit
Singanallur,26,VASANTHI,Independent,Bangles
Singanallur,27,VIJAYAKUMAR,Independent,Bricks
Singanallur,28,JANANI.D,Independent,Mike
Kinathukadavu,1,SABARI KARTHIKEYAN K.V.K.S,Dravida Munnetra Kazhagam,Rising sun
Kinathukadavu,2,DAMODARAN S,All India Anna Dravida Munnetra Kazhagam,Two leaves
Kinathukadavu,3,BANUPRIYA M,Naam Tamilar Katchi,Farmer Carrying Plough
Kinathukadavu,4,MARIYAPPAN R,Ganasangam Party of India,Lady finger
Kinathukadavu,5,VIGNESH K,Tamilaga Vettri Kazhagam,Whistle
Pollachi,1,C.M. ARUCHAMY,Bahujan Samaj Party,Elephant
Pollachi,2,N. SENTHIL KUMAR,Naam Tamilar Katchi,Farmer Carrying Plough
Pollachi,3,K. NITHYANANDHAN,Dravida Munnetra Kazhagam,Rising sun
Pollachi,4,POLLACHI V. JAYARAMAN,All India Anna Dravida Munnetra Kazhagam,Two leaves
Pollachi,5,G. RAMANATHAN,Tamilaga Vettri Kazhagam,Whistle
Pollachi,6,V. KARTHIKEYAN,Independent,Throwing a javelin
Pollachi,7,P. NAGARAJ,Independent,Bench
Pollachi,8,T. NITHYANANTHAM,Independent,Socks
Pollachi,9,K. NITHYANANDAN,Independent,Shutter
Pollachi,10,M. JAYAPRATHAP,Independent,Dolli
Pollachi,11,S. JEYARAM,Independent,Tennis racket & ball
Pollachi,12,M. JAYARAM,Independent,Tea filter
Pollachi,13,M. JAYARAMAN,Independent,CCTV Camera
Valparai,1,UMADEVI. P,Naam Tamilar Katchi,Farmer Carrying Plough
Valparai,2,KUTTY (ALIAS) SUDHAKAR. A,Dravida Munnetra Kazhagam,Rising sun
Valparai,3,LEKSHMANA SINGH. D,All India Anna Dravida Munnetra Kazhagam,Two leaves
Valparai,4,DR. SRIDHARAN. A,Tamilaga Vettri Kazhagam,Whistle
Valparai,5,PERUMAL. K,Independent,Bat
Valparai,6,LAKSHMI. N,Independent,Electric pole
Udumalaipettai,1,RADHAKRISHNAN K.,All India Anna Dravida Munnetra Kazhagam,Two leaves
Udumalaipettai,2,RAM KUMAR M.,Naam Tamilar Katchi,Farmer Carrying Plough
Udumalaipettai,3,JAYAKUMAR M.,Dravida Munnetra Kazhagam,Rising sun
Udumalaipettai,4,SANKAR K.,Tamilaga Vettri Kazhagam,Whistle
Udumalaipettai,5,UMAR ALI D.,Independent,Battery Torch
Udumalaipettai,6,ELSY C.,Independent,Electric pole
Udumalaipettai,7,GANESH S.,Independent,Coconut farm
Udumalaipettai,8,KALIMUTHU S.,Independent,Bat
Udumalaipettai,9,PADMENDRAPRAKASH A.,Independent,Pen nib with seven rays
Udumalaipettai,10,MAHENDRAN A.,Independent,Ring
Udumalaipettai,11,RAMASAMY S.,Independent,Letter box
Madathukulam,1,M RADHAMANI,Naam Tamilar Katchi,Farmer Carrying Plough
Madathukulam,2,R JAYARAMAKRISHNAN,Dravida Munnetra Kazhagam,Rising sun
Madathukulam,3,C SHANMUGAVELU,Amma Makkal Munnettra Kazagam,Pressure cooker
Madathukulam,4,AK SENTHILKUMAR,Puthiya Tamilagam,Gas cylinder
Madathukulam,5,R THIRUMALAI,Tamilaga Vettri Kazhagam,Whistle
Madathukulam,6,M AHAMED ALI,Independent,Camera
Madathukulam,7,A SHANMUGAVEL,Independent,Pestle and mortar
Madathukulam,8,K SHANMUGAVEL,Independent,Noodles bowl
Madathukulam,9,S SHANMUGAVEL,Independent,Kettle
Madathukulam,10,M SHANUGAVEL,Independent,Diamond
Madathukulam,11,P THANGARAJ,Independent,Ring
Madathukulam,12,SP MAHENDRAN,Independent,Electric pole
Madathukulam,13,K VADIVAZHAGAN BALAJI,Independent,Telephone
Palani,1,NACHIMUTHU. S,Bahujan Samaj Party,Elephant
Palani,2,PANDI. N,Communist Party of India (Marxist),Hammer Sickle and Star
Palani,3,MURUGESWARI. B,Naam Tamilar Katchi,Farmer Carrying Plough
Palani,4,RAVIMANOHARAN. K,All India Anna Dravida Munnetra Kazhagam,Two leaves
Palani,5,DR. PRAVEEN KUMAR. M,Tamilaga Vettri Kazhagam,Whistle
Palani,6,RAMAMOORTHI. G,Rashtriya Samaj Dal (R),Ring
Palani,7,VAYKKALDURAI. K,Puthiya Tamilagam,Gas cylinder
Palani,8,ASHOKKUMAR. G,Independent,Computer
Palani,9,ANBARASU. R,Independent,Dish antenna
Palani,10,THANNASIAPPAN. P,Independent,Coconut farm
Palani,11,THIRUMALAISAMY. B,Independent,Sewing machine
Palani,12,BALACHANDRAN. M,Independent,Electric pole
Palani,13,PRAVEENKUMAR. R,Independent,Bat
Palani,14,MADHESWARI. R,Independent,Bead necklace
Palani,15,JAYAKUMAR. T,Independent,Pen nib with seven rays
Oddanchatram,1,SAKKARAPANI. R,Dravida Munnetra Kazhagam,Rising sun
Oddanchatram,2,MURUGARAJ. P,Bahujan Samaj Party,Elephant
Oddanchatram,3,RAGUPATHI. P,Naam Tamilar Katchi,Farmer Carrying Plough
Oddanchatram,4,VIDIYAL S. SEKAR,Bharatiya Janata Party,Lotus
Oddanchatram,5,MOHAN. S,Tamilaga Vettri Kazhagam,Whistle
Oddanchatram,6,ALAGIYANNAN. A,Independent,Pen nib with seven rays
Oddanchatram,7,ARUMUGAM. M,Independent,Gas cylinder
Oddanchatram,8,ANANTHRAJ. T,Independent,Cauliflower
Oddanchatram,9,KUMARRATHINAM. M,Independent,Sitar
Oddanchatram,10,CHELLAMUTHU. K,Independent,Cake
Oddanchatram,11,NAGUL PRAKASH. A,Independent,Trumpet
Oddanchatram,12,PRABAHARAN. M,Independent,Diamond
Oddanchatram,13,MANIKANNAN. A,Independent,Coconut farm
Oddanchatram,14,RAGHUNATH. K,Independent,Computer
Athoor,1,S. KARTHIGAISELVAN,Bahujan Samaj Party,Elephant
Athoor,2,DR. A. SIMON JUSTIN,Naam Tamilar Katchi,Farmer Carrying Plough
Athoor,3,I. PERIASAMY,Dravida Munnetra Kazhagam,Rising sun
Athoor,4,A. VISWANATHAN,All India Anna Dravida Munnetra Kazhagam,Two leaves
Athoor,5,N. KALAISELVI,Tamilaga Vettri Kazhagam,Whistle
Athoor,6,D. SANKAR,Naadaalum Makkal Katchi,Pen nib with seven rays
Athoor,7,M.K. NAGENDRAN,Aanaithinthiya Jananayaka Pathukappu Kazhagam,Pressure cooker
Athoor,8,S. BALA MURUGAN,Tamizhaga Vaazhvurimai Katchi,Camera
Athoor,9,K. JAYAPRAKASH,Puthiya Tamilagam,Gas cylinder
Athoor,10,K. KATHIRESAN,Independent,Coconut farm
Athoor,11,D. NAGARAJ,Independent,Air conditioner
Athoor,12,M. PERIYASAMY,Independent,Bat
Athoor,13,P. MANIVEL,Independent,Truck
Athoor,14,K. VISVANATHAN,Independent,Cot
Athoor,15,K. VELMURUGAN,Independent,Electric pole
Nilakkottai,1,D.KAILAI RAJAN,Naam Tamilar Katchi,Farmer Carrying Plough
Nilakkottai,2,S.THENMOZHI,All India Anna Dravida Munnetra Kazhagam,Two leaves
Nilakkottai,3,S.NAGAJOTHI,Dravida Munnetra Kazhagam,Rising sun
Nilakkottai,4,RAJALAKSHMI.M,Bahujan Samaj Party,Elephant
Nilakkottai,5,R.AYYANAR,Tamilaga Vettri Kazhagam,Whistle
Nilakkottai,6,G.ANBALAGAN,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Coconut farm
Nilakkottai,7,P.SANKAR,Puthiya Tamilagam,Gas cylinder
Nilakkottai,8,P.SELVAM,Republican Party of India (A),Ganna kisan
Nilakkottai,9,A.ALAPPAN,Independent,Sitar
Nilakkottai,10,S.KARUPPAIAH,Independent,Electric pole
Nilakkottai,11,CHELLAM,Independent,Iron
Nilakkottai,12,N.PERUMAL,Independent,Television
Nilakkottai,13,P.MANIKANDAN,Independent,Peas
Nilakkottai,14,M.MANOHARAN,Independent,Ring
Nilakkottai,15,M.VIJAYAPANDIAN,Independent,Pen nib with seven rays
Natham,1,ALAGAMMAL A,Naam Tamilar Katchi,Farmer Carrying Plough
Natham,2,SELVAKUMAR K,Dravida Munnetra Kazhagam,Rising sun
Natham,3,NATHAM R VISWANATHAN,All India Anna Dravida Munnetra Kazhagam,Two leaves
Natham,4,ALEX S,Tamizhaga Vaazhvurimai Katchi,Camera
Natham,5,RAMESH L N,Tamilaga Vettri Kazhagam,Whistle
Natham,6,RAJASEKARAN P,Aanaithinthiya Jananayaka Pathukappu Kazhagam,Gas cylinder
Natham,7,VIJAYAKUMAR S,Puthiya Tamilagam,Box
Natham,8,GOPAL R,Independent,Diamond
Natham,9,SATHAM USAIN M,Independent,Bat
Natham,10,SUNDAR C,Independent,Balloon
Natham,11,DHANDABANI K,Independent,Dish antenna
Natham,12,TAMILSELVAN C,Independent,Flute
Natham,13,MANIKANDAN V,Independent,Road roller
Natham,14,MARIA AROCKIAM S,Independent,Cot
Natham,15,MURUGAN K,Independent,Black board
Natham,16,MURUGESAN C,Independent,Television
Natham,17,RAMA JANARTHANAN S,Independent,Laptop
Natham,18,VADIVEL K,Independent,Water tank
Natham,19,VIJAYAKUMAR S,Independent,Bucket
Natham,20,VENKATESAN G,Independent,Computer
Natham,21,VENKATESH P,Independent,Cauliflower
Dindigul,1,SREENIVASAN. C,All India Anna Dravida Munnetra Kazhagam,Two leaves
Dindigul,2,SENTHILKUMAR. I.P,Dravida Munnetra Kazhagam,Rising sun
Dindigul,3,MUTHARASI. S,Naam Tamilar Katchi,Farmer Carrying Plough
Dindigul,4,GOPI KRISHNAN PILLAI. S,Rashtriya Samaj Dal (R),Ring
Dindigul,5,SHEIK BAREETH.B,Tamizhaga Vaazhvurimai Katchi,Camera
Dindigul,6,NAZEER RAJA. G,Tamilaga Vettri Kazhagam,Whistle
Dindigul,7,PRADEEP. M,Puthiya Tamilagam,Gas cylinder
Dindigul,8,RAMUTHEVAR. P,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Coconut farm
Dindigul,9,ANIS BABU. M,Independent,Diamond
Dindigul,10,AROCKIA DASS. J,Independent,Balloon
Dindigul,11,UMAR ALI. R,Independent,Computer
Dindigul,12,GANESH PERUMAL. D,Independent,Batsman
Dindigul,13,KARMEGAM. R,Independent,Laptop
Dindigul,14,SARANYA. M,Independent,Truck
Dindigul,15,SEENIVASAN. P,Independent,Battery Torch
Dindigul,16,SELVADHAYANITHI. M,Independent,Socks
Dindigul,17,NAGARAJ. N,Independent,Road roller
Dindigul,18,BABU. S,Independent,Pencil box
Dindigul,19,MUNIYAPPAN. M,Independent,Belt
Dindigul,20,RAJENDRAN. G,Independent,Bat
Vedasandur,1,KHAJA HUSSAIN AHAMED. A,Naam Tamilar Katchi,Farmer Carrying Plough
Vedasandur,2,SAMINATHAN. T,Dravida Munnetra Kazhagam,Rising sun
Vedasandur,3,PARAMASIVAM. V.P.B.,All India Anna Dravida Munnetra Kazhagam,Two leaves
Vedasandur,4,DR.NAKAJOTHI. N,Tamilaga Vettri Kazhagam,Whistle
Vedasandur,5,BOOMIRAJ. K,Samaniya Makkal Nala Katchi,Walking stick
Vedasandur,6,RAMESH. T,Tamizhaga Vaazhvurimai Katchi,Camera
Vedasandur,7,RAVI. R,Communist Party of India (Marxist-Leninist) (Liberation),Flag with three stars
Vedasandur,8,SURESH. B,Independent,Bat
Vedasandur,9,SELVARAJ. V,Independent,Computer
Vedasandur,10,DHIVAKAR. A,Independent,Gift pack
Vedasandur,11,NATCHIMUTHU. R,Independent,Box
Vedasandur,12,MANIKANDAPRABHU. N C,Independent,Pressure cooker
Vedasandur,13,MANEESHANKAR. M.G.,Independent,Jackfruit
Vedasandur,14,MARIMUTHU. S,Independent,Table
Vedasandur,15,MURUGAN. V,Independent,Diamond
Aravakurichi,1,ELANGO R,Dravida Munnetra Kazhagam,Rising sun
Aravakurichi,2,SUGANYA S,Bahujan Samaj Party,Elephant
Aravakurichi,3,SELVAKUMAR K,All India Anna Dravida Munnetra Kazhagam,Two leaves
Aravakurichi,4,NAREN S,Naam Tamilar Katchi,Farmer Carrying Plough
Aravakurichi,5,ASIYA BEGUM,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Coconut farm
Aravakurichi,6,KARTHIKEYAN P,Tamilaga Vettri Kazhagam,Whistle
Aravakurichi,7,SAKTHIVEL R,Viduthalai Kalam Katchi,Gas cylinder
Aravakurichi,8,RAVI AG,Tamizhaga Vaazhvurimai Katchi,Camera
Aravakurichi,9,ARASUMANI G,Independent,Road roller
Aravakurichi,10,ARIVALAGAN M,Independent,Bench
Aravakurichi,11,KATHIRESAN M,Independent,Flute
Aravakurichi,12,KAVIYARASU T,Independent,Scissors
Aravakurichi,13,KIRUBANANTH S,Independent,Cauliflower
Aravakurichi,14,SILAMBARASAN P,Independent,Head phone
Aravakurichi,15,SIVALINGAM T,Independent,Pen drive
Aravakurichi,16,SOWMIYA R,Independent,Calculator
Aravakurichi,17,TAMILARASAN M,Independent,Football player
Aravakurichi,18,NATARAJAN P,Independent,Diamond
Aravakurichi,19,NARENDRAKUMAR G,Independent,Black board
Aravakurichi,20,NATCHIMUTHU V,Independent,Hand cart
Aravakurichi,21,PRAVEEN S,Independent,Truck
Aravakurichi,22,BOOPATHY S,Independent,Sitar
Aravakurichi,23,MANIKANDAN T,Independent,CCTV Camera
Aravakurichi,24,MATHIYALAGAN P,Independent,Telephone
Aravakurichi,25,MURUGESAN R,Independent,Baby walker
Aravakurichi,26,MOHANKUMAR K,Independent,Batsman
Aravakurichi,27,RAGUPATHI S,Independent,Electric pole
Aravakurichi,28,RAMALINGAM V,Independent,Grapes
Aravakurichi,29,RAJASEKARAN N,Independent,Water melon
Aravakurichi,30,RAJENDARAN N,Independent,Gas Stove
Karur,1,KARUPPAIYA. R,Naam Tamilar Katchi,Farmer Carrying Plough
Karur,2,AASEE.M. THIAGARAJAN,Dravida Munnetra Kazhagam,Rising sun
Karur,3,M.R. VIJAYABHASKAR,All India Anna Dravida Munnetra Kazhagam,Two leaves
Karur,4,JAYAGOPAL. P,Bahujan Samaj Party,Elephant
Karur,5,KALIMUTHU. V,Samaniya Makkal Nala Katchi,Walking stick
Karur,6,GUNASEKARAN. K,Tamizhaga Vaazhvurimai Katchi,Camera
Karur,7,MATHIYALAGAN  V.P,Tamilaga Vettri Kazhagam,Whistle
Karur,8,RAMACHANDRAN. A,Ganasangam Party of India,Lady finger
Karur,9,ASARUDHEEN. A,Independent,Harmonium
Karur,10,ARULMANIYARASU. P,Independent,Diesel pump
Karur,11,ANBARASAN. N,Independent,Jackfruit
Karur,12,ANBAZHAGAN. T,Independent,Diamond
Karur,13,ELAMATHI. S,Independent,Pen drive
Karur,14,KATHIRAVAN. P,Independent,Table
Karur,15,KATHIRVEL. K,Independent,Bench
Karur,16,KANDASAMY. P,Independent,Door bell
Karur,17,KARUNAMOORTHY. S,Independent,Tennis racket & ball
Karur,18,KALAIRAJ. K,Independent,Water melon
Karur,19,KANAGARAJ. S,Independent,Tiller
Karur,20,KANAGARAJ. P,Independent,Pen stand
Karur,21,KARTHIKPERUMAL. R,Independent,Letter box
Karur,22,KALIMUTHU. R,Independent,Hand cart
Karur,23,KRISHNAKUMAR. K,Independent,Computer
Karur,24,GOPALA KRISHNAN. A,Independent,Pestle and mortar
Karur,25,SATHISH KUMAR. S,Independent,Gramophone
Karur,26,SATHISH. P,Independent,Ring
Karur,27,SAMPATH. S,Independent,CCTV Camera
Karur,28,SARAVANAN. R,Independent,Gas Stove
Karur,29,SIVAKUMAR. A,Independent,Matchbox
Karur,30,SIVAKUMAR. N,Independent,Laptop
Karur,31,SIVAKUMAR. V,Independent,Chess board
Karur,32,SEETHA LAKSHMI. D,Independent,T.V. Remote
Karur,33,SUBASH MALAYALAM. T,Independent,Rubber stamp
